gene_name	regulator	sign	mechanism
srfAD	perR	1	TF+S
srfAD	comA	1	TF+TC
srfAD	codY	-1	TF+M
srfAD	abh	-1	TF
rpsF	stringent response	-1	unk
rpsF	comK	1	TF
ylqB	sigD	1	sigma factor
ylqB	abrB	-1	TF
cgeA	sigK	1	sigma factor
cgeA	gerR	1	TF
cgeA	gerE	1	TF
sspJ	sigG	1	sigma factor
spoIIIAE	sigE	1	sigma factor
spoIIIAE	gerR	-1	TF
spoIIIAE	spoIIID	-1	TF
spoIIIAE	gerE	-1	TF
ybxB	stringent response	-1	unk
ganB	lacR	-1	TF+M
ganB	ccpA	0	TF+PP+M
yhcO	sigK	1	sigma factor
yhcO	sigE	1	sigma factor
yfkO	sigF	1	sigma factor
yfkO	hypR	1	TF+S
ctaE	sigA	1	sigma factor
ctaE	resD	1	TF+TC
ctaE	ccpA	-1	TF+PP+M
ctaE	abrB	-1	TF
ctaE	abh	-1	TF
sspC	sigG	1	sigma factor
sspC	spoVT	1	TF
frlO	frlR	-1	TF+M
frlO	codY	-1	TF+M
spsB	sigK	1	sigma factor
dppA	sigA	1	sigma factor
dppA	codY	-1	TF+M
dppA	abrB	-1	TF
spoVR	sigE	1	sigma factor
cgeD	sigK	1	sigma factor
cgeD	gerE	1	TF
ydiO	lexA	-1	TF-proteolyse
yxkF	ccpA	-1	TF+PP+M
bkdAA	sigL	1	sigma factor
bkdAA	codY	-1	TF+M
bkdAA	bkdR	1	TF+M
bkdAA	tnrA	-1	TF+P+M
bmrR	sigB	1	sigma factor
bmrR	sigA	1	sigma factor
bmrR	mta	1	TF+M
bmrR	bmrR	1	TF+M
yvbF	yvbF/YvaV	0	silico-TF+unk
spoIIR	sigF	1	sigma factor
spoIIR	rsfA	-1	P
ylxS	sigA	1	sigma factor
ylxS	stringent response	-1	unk
ytfI	sigF	1	sigma factor
yfjR	yclJ	1	TF+TC
bdbC	sigE	1	sigma factor
bdbC	comK	1	TF
bkdAB	sigL	1	sigma factor
bkdAB	codY	-1	TF+M
bkdAB	bkdR	1	TF+M
bkdAB	tnrA	-1	TF+P+M
yvdQ	sigG	1	sigma factor
ybaS	sigE	1	sigma factor
ybaS	gerR	-1	TF
ydfN	mhqR	-1	TF+M
uxuA	sigE	1	sigma factor
uxuA	sigA	1	sigma factor
uxuA	exuR	-1	TF+M
uxuA	ccpA	-1	TF+PP+M
uxuA	spoIIID	-1	TF
gabD	sigA	1	sigma factor
gabD	sigB	1	sigma factor
gabD	gabR	1	TF+M
ypgQ	sigH	1	sigma factor
ldh	sigA	1	sigma factor
ldh	rex	-1	TF+M
ldh	resD	1	TF+TC
ldh	arfM	1	TF
ldh	alsR	1	TF+M
ldh	fnr	0	TF+M
yrbD	sigE	1	sigma factor
yrbD	tnrA	0	TF+P+M
yxnB	codY	-1	TF+M
yxnB	abrB	-1	TF
tepA	sigG	1	sigma factor
tepA	spoVT	-1	TF
yycN	sigE	1	sigma factor
uxaB	sigE	1	sigma factor
uxaB	sigA	1	sigma factor
uxaB	exuR	-1	TF+M
uxaB	ccpA	-1	TF+PP+M
uxaB	spoIIID	-1	TF
yodE	mhqR	-1	TF+M
ywcH	sigD	1	sigma factor
ywcH	sigA	1	sigma factor
ywcH	spx	1	TF+S
ywcH	spo0A	-1	TF+PP
rapI	sigH	1	sigma factor
rapI	sigA	1	sigma factor
ynzD	abrB	-1	TF
yhcS	sigH	1	sigma factor
ydbP	sigB	1	sigma factor
spoIVA	sigE	1	sigma factor
spoIVA	spoIIID	-1	TF
ykuJ	sigA	1	sigma factor
ykuJ	spo0A	1	TF+PP
ykuJ	ccpC	-1	 TF+M+DNA
ykuJ	ccpA	-1	TF+PP+M
ktrB	ydaO riboswitch	1	riboswitch
bofC	sigG	1	sigma factor
bofC	sigF	1	sigma factor
bofC	sigB	1	sigma factor
bofC	ccpA	-1	TF+PP+M
bofC	spoVT	-1	TF
yuiA	codY	-1	TF+M
yuiA	tnrA	0	TF+P+M
ykoW	sigK	1	sigma factor
pucM	sigA	1	sigma factor
pucM	tnrA	1	TF+P+M
pucM	pucR	1	TF+M
yfkI	sigB	1	sigma factor
yfkI	sigA	1	sigma factor
mpr	sigE	1	sigma factor
mpr	spoIIID	1	TF
fumC	sigH	1	sigma factor
fumC	sigA	1	sigma factor
fumC	ccpA	-1	TF+PP+M
fliQ	sigD	1	sigma factor
fliQ	sigA	1	sigma factor
fliQ	spo0A	-1	TF+PP
fliQ	codY	-1	TF+M
kbaA	sigE	1	sigma factor
kbaA	spoIIID	-1	TF
cssR	sigA	1	sigma factor
cssR	cssR	1	TF+TC
yydJ	sigA	1	sigma factor
yydJ	rok	-1	TF
yydJ	abrB	-1	TF
antE	sigA	1	sigma factor
antE	abrB	-1	TF
recA	sigA	1	sigma factor
recA	lexA	-1	TF-proteolyse
recA	comK	1	TF
yabG	sigK	1	sigma factor
albE	sigA	1	sigma factor
albE	rok	-1	TF
albE	resD	1	TF+TC
albE	abrB	-1	TF
ddl	sigM	1	sigma factor
ybaJ	abrB	-1	TF
yokU	sigE	1	sigma factor
yugU	sigB	1	sigma factor
mreB	sigM	1	sigma factor
mreB	sigH	1	sigma factor
cysI	sigA	1	sigma factor
cysI	cysL	1	TF+M
cysI	yetL	0	TF+M
ywnF	sigK	1	sigma factor
ywnF	sigF	1	sigma factor
lplA	ccpA	0	TF+PP+M
ydcI	spoIIID	1	TF
ntdB	sigA	1	sigma factor
ntdB	sigE	1	sigma factor
ntdB	ntdR	1	TF+M
ntdB	gerR	-1	TF
yetG	fur	-1	TF+M
ytcB	sigK	1	sigma factor
bcd	sigL	1	sigma factor
bcd	codY	-1	TF+M
bcd	bkdR	1	TF+M
bcd	tnrA	-1	TF+P+M
hemL	sigA	1	sigma factor
hemL	perR	-1	TF+S
khtS	sigE	1	sigma factor
araR	sigA	1	sigma factor
araR	araR	-1	TF+M
araR	ccpA	0	TF+PP+M
spo0E	sigB	1	sigma factor
spo0E	sigA	1	sigma factor
spo0E	rok	-1	TF
spo0E	abrB	-1	TF
mdxD	sigK	1	sigma factor
mdxD	sigE	1	sigma factor
mdxD	mdxR	0	silico-TF+M
bcrC	sigX	1	sigma factor
bcrC	sigW	1	sigma factor
bcrC	sigM	1	sigma factor
bcrC	sigI	1	sigma factor
rpmB	stringent response	-1	unk
tatCD	phoP	1	TF+TC
yvnA	ccpA	-1	TF+PP+M
yvnA	abrB	-1	TF
pyrP	sigA	1	sigma factor
pyrP	pyrR	1	P-AT+M
pyrP	purR	-1	TF+M
ybbD	codY	0	TF+M
ybbD	murR	0	silico-TF+M
ycdG	sigB	1	sigma factor
yxiS	sigB	1	sigma factor
thiI	codY	0	TF+M
cydC	sigA	1	sigma factor
cydC	rex	-1	TF+M
cydC	resD	1	TF+TC
cydC	ccpA	-1	TF+PP+M
kinC	sigA	1	sigma factor
kinC	spo0A	1	TF+PP
yjbE	sigE	1	sigma factor
yjbE	spoIIID	-1	TF
nifS	sigA	1	sigma factor
nifS	nadR	-1	TF+M
pgsA.1	degU	1	TF+TC
pgsA.1	tnrA	0	TF+P+M
yflA	sigB	1	sigma factor
yflA	abrB	-1	TF
yflA	abh	-1	TF
tcyJ	sigA	1	sigma factor
tcyJ	ytlI	1	TF+M
tcyJ	cymR	-1	TF+P+M
tcyJ	spx	-1	TF+S
ykoM	sigH	1	sigma factor
ykoM	ccpA	0	TF+PP+M
yetM	yetL	-1	TF+M
liaG	sigA	1	sigma factor
liaG	liaR	1	TF+TC
liaG	abrB	-1	TF
yusW	sigF	1	sigma factor
mta	sigA	1	sigma factor
mta	mta	1	TF+M
ylzJ	sigG	1	sigma factor
scoA	sigE	1	sigma factor
scoA	ccpA	-1	TF+PP+M
scoA	spoIIID	-1	TF
yqfB	sigW	1	sigma factor
yhbH	sigE	1	sigma factor
yhbH	phoP	1	TF+TC
yhbH	spoIIID	-1	TF
adeC	codY	0	TF+M
yxjG	S-box-SAM	-1	
nasE	sigA	1	sigma factor
nasE	tnrA	1	TF+P+M
nasE	resD	1	TF+TC
nasE	nsrR	-1	TF+M
nasE	fur	-1	TF+M
nasE	arfM	1	TF
nasE	codY	0	TF+M
natB	natR	1	TF+TC
divIVA	spo0A	-1	TF+PP
purR	purR	-1	TF+M
yodN	sigK	1	sigma factor
yodN	sigE	1	sigma factor
ponA	sigM	1	sigma factor
yuxJ	codY	0	TF+M
tcyK	sigA	1	sigma factor
tcyK	ytlI	1	TF+M
tcyK	cymR	-1	TF+P+M
tcyK	spx	-1	TF+S
yknT	sigE	1	sigma factor
yknT	spoIIID	1	TF
yrpB	gltR	0	unk
yugT	sigE	1	sigma factor
yugT	spx	1	TF+S
cypA	sigE	1	sigma factor
cypA	gerR	-1	TF
yesO	yesS	0	TF+P+unk
yesO	ccpA	0	TF+PP+M
yxbC	spo0A	1	TF+PP
yxbC	codY	-1	TF+M
yxbC	abrB	-1	TF
cotT	sigK	1	sigma factor
cotT	sigE	1	sigma factor
cotT	spoIIID	1	TF
yqzO	sknR	-1	TF
atpC	stringent response	-1	unk
ssuD	sigA	1	sigma factor
ssuD	cymR	-1	TF+P+M
ssuD	spx	-1	TF+S
gltB	sigA	1	sigma factor
gltB	tnrA	-1	TF+P+M
gltB	gltC	1	TF+M
gltB	fsrA	-1	small regulatory RNA
gltB	gltC2	-1	TF+M
gltB	gltC1	1	TF+M
gltB	gltC0	1	TF+M
ydeK	yhdI/YdeL	0	silico-TF+unk
lplB	ccpA	0	TF+PP+M
yrzK	sigG	1	sigma factor
yrzK	sigF	1	sigma factor
gyrB	sigA	1	sigma factor
gerM	sigE	1	sigma factor
gerM	spoIIID	-1	TF
catE	yodB	-1	TF+S
catE	catR	-1	TF+S
yfkS	sigB	1	sigma factor
iolD	sigA	1	sigma factor
iolD	iolR	-1	TF+M
iolD	ccpA	-1	TF+PP+M
yisS	degA	0	silico-TF+M
alsS	sigA	1	sigma factor
alsS	stringent response	1	unk
alsS	rex	-1	TF+M
alsS	alsR	1	TF+M
alsS	ccpA	1	TF+PP+M
alsS	arfM	1	TF
sacB	sigA	1	sigma factor
sacB	sacY	1	P-AT+PTS
sacB	degU	1	TF+TC
sacB	tenA	1	unk
sacB	sacT	1	P-AT+PTS
spoIID	sigE	1	sigma factor
spoIID	spoIIID	-1	TF
yqhQ	sigF	1	sigma factor
yqhQ	sigB	1	sigma factor
folB	sigA	1	sigma factor
folB	TRAP	-1	RNA-BAP
iolC	sigA	1	sigma factor
iolC	iolR	-1	TF+M
iolC	ccpA	-1	TF+PP+M
spoIVFA	sigE	1	sigma factor
spoIVFA	spoIIID	-1	TF
guaB	codY	1	TF+M
rbsA	sigA	1	sigma factor
rbsA	ccpA	-1	TF+PP+M
rbsA	abrB	1	TF
rbsA	rbsR	0	silico-TF+M
yqaL	sknR	-1	TF
purA	sigA	1	sigma factor
purA	purR	-1	TF+M
purA	yabJ	1	TF+M
yjcQ	sigD	1	sigma factor
lrpC	sigA	1	sigma factor
yydA	dnaA	-1	TF
leuC	sigA	1	sigma factor
leuC	tnrA	-1	TF+P+M
leuC	fsrA	-1	small regulatory RNA
leuC	codY	-1	TF+M
leuC	ccpA	1	TF+PP+M
leuC	T-box-LEU	1	RNA switch
ymxH	sigE	1	sigma factor
rsbV	sigB	1	sigma factor
rsbV	sigA	1	sigma factor
rsbV	ccpA	-1	TF+PP+M
guaA	sigA	1	sigma factor
yvyI	sigA	1	sigma factor
yvyI	ccpA	0	TF+PP+M
yvcS	psdR	1	TF+TC
etfA	sigA	1	sigma factor
etfA	fadR	-1	TF+M
etfA	ccpA	-1	TF+PP+M
ydfO	sigB	1	sigma factor
ydfO	mhqR	-1	TF+M
sppA	sigW	1	sigma factor
purM	sigA	1	sigma factor
purM	purR	-1	TF+M
purM	G-box-HXTX	1	riboswitch
purM	G-box-GUA	1	riboswitch
yyaT	yybA	0	silico-TF+unk
yvaM	rghR	-1	TF
malR	sigA	1	sigma factor
malR	glvR	1	TF+M
malR	ccpA	-1	TF+PP+M
malR	malR	1	TF+TC
secA	sigA	1	sigma factor
cggR	sigA	1	sigma factor
cggR	cggR	-1	TF+M
yerH	lexA	-1	TF-proteolyse
ywcA	sigE	1	sigma factor
ywcA	spoIIID	-1	TF
glcP	sigA	1	sigma factor
glcP	sigE	1	sigma factor
glcP	ntdR	1	TF+M
glcP	gerR	-1	TF
bmr	sigB	1	sigma factor
bmr	sigA	1	sigma factor
bmr	mta	1	TF+M
bmr	bmrR	1	TF+M
rsbT	sigB	1	sigma factor
rsbT	sigA	1	sigma factor
sipV	lexA	-1	TF-proteolyse
yvgT	tnrA	0	TF+P+M
sacP	sigA	1	sigma factor
sacP	sacT	1	P-AT+PTS
sacP	ccpA	-1	TF+PP+M
sacP	sacY	1	P-AT+PTS
yndD	sigG	1	sigma factor
yndD	spoVT	-1	TF
liaH	sigA	1	sigma factor
liaH	liaR	1	TF+TC
liaH	abrB	-1	TF
araQ	sigA	1	sigma factor
araQ	ccpA	-1	TF+PP+M
araQ	araR	-1	TF+M
yneI	sigA	1	sigma factor
yneI	sigH	1	sigma factor
amhX	sigA	1	sigma factor
amhX	codY	0	TF+M
rsoA	yvrI-YvrHa	1	sigma like factor
rsoA	yvrHb	1	TF+TC
trpB	sigA	1	sigma factor
trpB	TRAP	-1	RNA-BAP
yorC	lexA	-1	TF-proteolyse
phrF	sigH	1	sigma factor
phrF	comA	1	TF+TC
spoVAB	sigG	1	sigma factor
spoVAB	spoVT	1	TF
xkdB	xre	-1	TF
guaD	sigB	1	sigma factor
guaD	sigA	1	sigma factor
guaD	pucR	1	TF+M
yclG	sigK	1	sigma factor
yclG	sigE	1	sigma factor
yclG	gerR	-1	TF
yclG	tnrA	0	TF+P+M
sspD	sigG	1	sigma factor
sspD	spoVT	1	TF
yhcV	sigG	1	sigma factor
xylR	xylR	0	TF+M
ylbN	stringent response	-1	unk
glcU	sigG	1	sigma factor
glcU	spoVT	-1	TF
ywpJ	glcR	0	silico-TF+unk
natA	natR	1	TF+TC
cheB	sigD	1	sigma factor
cheB	sigA	1	sigma factor
cheB	spo0A	-1	TF+PP
cheB	codY	-1	TF+M
yhcD	sigG	1	sigma factor
yhcD	comK	1	TF
eglS	sigA	1	sigma factor
yugI	stringent response	-1	unk
cwlD	sigG	1	sigma factor
cwlD	sigE	1	sigma factor
cwlD	lexA	-1	TF-proteolyse
cwlD	spoVT	1	TF
cwlD	spoIIID	-1	TF
katA	perR	-1	TF+S
acoA	sigL	1	sigma factor
acoA	sigK	1	sigma factor
acoA	ccpA	-1	TF+PP+M
acoA	acoR	1	TF+M
oppB	tnrA	1	TF+P+M
oppB	scoC	-1	TF
oppB	codY	0	TF+M
yabO	sigX	1	sigma factor
yabO	sigW	1	sigma factor
yabO	sigE	1	sigma factor
yabO	spoIIID	-1	TF
glpF	sigA	1	sigma factor
glpF	glpP	1	P-AT+PTS
glpF	ccpA	-1	TF+PP+M
glpF	abrB	1	TF
ywlB	sigB	1	sigma factor
ywlB	sigE	1	sigma factor
ywlB	spoIIID	-1	TF
gutP	sigA	1	sigma factor
gutP	gutR	1	TF+M
hemA	sigA	1	sigma factor
hemA	perR	-1	TF+S
yndE	sigG	1	sigma factor
yndE	spoVT	-1	TF
ureB	sigH	1	sigma factor
ureB	sigA	1	sigma factor
ureB	tnrA	1	TF+P+M
ureB	pucR	1	TF+M
ureB	glnR	-1	TF+P+M
ureB	codY	-1	TF+M
pabB	sigA	1	sigma factor
pabB	TRAP	-1	RNA-BAP
tcyM	sigA	1	sigma factor
tcyM	ytlI	1	TF+M
tcyM	cymR	-1	TF+P+M
tcyM	spx	-1	TF+S
phy	abrB	-1	TF
gyrA	sigA	1	sigma factor
yclH	yclJ	1	TF+TC
tcyN	sigA	1	sigma factor
tcyN	ytlI	1	TF+M
tcyN	cymR	-1	TF+P+M
tcyN	spx	-1	TF+S
pheT	sigA	1	sigma factor
pheT	T-box-PHE	1	RNA switch
yfnH	sigK	1	sigma factor
yfnH	sigE	1	sigma factor
cotY	sigK	1	sigma factor
cotY	gerR	1	TF
cotY	gerE	1	TF
ysxB	stringent response	-1	unk
ysxB	L21_leader	0	silico-RNA switch
spoVAC	sigG	1	sigma factor
spoVAC	spoVT	1	TF
ykuU	abrB	-1	TF
yfhF	sigB	1	sigma factor
yfhF	sigG	1	sigma factor
yfhF	sigF	1	sigma factor
kinA	sigH	1	sigma factor
kinA	stringent response	1	unk
kinA	spo0A	1	TF+PP
ybfM	sigX	1	sigma factor
ybfM	sigA	1	sigma factor
yueG	sigK	1	sigma factor
ypuD	sigM	1	sigma factor
ypuD	sigB	1	sigma factor
ypuD	sigE	1	sigma factor
ypuD	lexA	-1	TF-proteolyse
yhdT	codY	0	TF+M
ctaA	sigE	1	sigma factor
ctaA	sigA	1	sigma factor
ctaA	resD	1	TF+TC
rbfA	sigB	1	sigma factor
rbfA	sigA	1	sigma factor
rbfA	stringent response	-1	unk
ezrA	sigA	1	sigma factor
efeM	sigX	1	sigma factor
efeM	sigW	1	sigma factor
efeM	fur	-1	TF+M
ydfS	sigG	1	sigma factor
ydfS	sigK	1	sigma factor
ydfS	spoVT	-1	TF
rplR	stringent response	-1	unk
cotZ	sigK	1	sigma factor
cotZ	sigE	1	sigma factor
cotZ	gerE	1	TF
cotZ	gerR	1	TF
yqfL	yqfL	1	unk
arsR	sigF	1	sigma factor
arsR	sigA	1	sigma factor
arsR	arsR	-1	TF+M
ycgO	sigE	1	sigma factor
ycgO	spo0A	1	TF+PP
ycgO	putR	1	TF+M
ycgO	codY	-1	TF+M
ycgO	spoIIID	1	TF
ycgO	ccpA	-1	TF+PP+M
ykoV	sigG	1	sigma factor
ykoV	spoVT	1	TF
cccA	ccpA	-1	TF+PP+M
cccA	abrB	-1	TF
rodA	sigM	1	sigma factor
ytvI	sigE	1	sigma factor
ytvI	spoIIID	-1	TF
yxlE	sigY	1	sigma factor
yojB	sigK	1	sigma factor
yxjC	sigE	1	sigma factor
yxjC	ccpA	-1	TF+PP+M
yxjC	spoIIID	-1	TF
ypgR	sigH	1	sigma factor
ydfP	sigB	1	sigma factor
ydfP	mhqR	-1	TF+M
spoVAEA	sigG	1	sigma factor
spoVAEA	spoVT	1	TF
ylaD	ylaC	1	sigma factor
ylaD	sigA	1	sigma factor
ylaD	spx	1	TF+S
rocE	sigL	1	sigma factor
rocE	spo0A	-1	TF+PP
rocE	rocR	1	TF+M
rocE	codY	-1	TF+M
rocE	ahrC	1	TF+M
yurS	sigK	1	sigma factor
yurS	sigE	1	sigma factor
yurS	gerE	1	TF
ssuA	sigA	1	sigma factor
ssuA	cymR	-1	TF+P+M
ssuA	spx	-1	TF+S
rplM	stringent response	-1	unk
rplM	rplM	0	silico-RNA switch
ndk	ccpA	0	TF+PP+M
rpsH	stringent response	-1	unk
gerPB	sigK	1	sigma factor
gerPB	gerE	-1	TF
ansZ	sigA	1	sigma factor
ansZ	tnrA	1	TF+P+M
ansZ	codY	-1	TF+M
fadE	sigA	1	sigma factor
fadE	sdpR	1	TF+P
fadE	fadR	-1	TF+M
fadE	ccpA	-1	TF+PP+M
thiG	Thi-box	-1	riboswitch
thiG	tenI	-1	unk
ptsG	sigA	1	sigma factor
ptsG	stringent response	-1	unk
ptsG	glcT	1	P-AT+PTS
yfmJ	spo0A	1	TF+PP
yfhQ	sigG	1	sigma factor
yfhQ	sigA	1	sigma factor
yfhQ	yfhP	-1	unk
yfhQ	spoVT	-1	TF
yfhQ	rsfA	1	P
clsB	sigG	1	sigma factor
clsB	sigE	1	sigma factor
pucD	sigA	1	sigma factor
pucD	tnrA	1	TF+P+M
pucD	pucR	1	TF+M
glgC	sigE	1	sigma factor
glgC	sigH	1	sigma factor
divIB	sigM	1	sigma factor
divIB	sigE	1	sigma factor
divIB	sigA	1	sigma factor
divIB	spoIIID	-1	TF
yvfR	yvfU	0	silico-TF+TC
tig	stringent response	-1	unk
liaI	sigA	1	sigma factor
liaI	liaR	1	TF+TC
liaI	abrB	-1	TF
ycdF	sigB	1	sigma factor
arsB	sigF	1	sigma factor
arsB	sigA	1	sigma factor
arsB	arsR	-1	TF+M
yfkN	phoP	1	TF+TC
yfkN	ccpA	-1	TF+PP+M
yjiA	sigK	1	sigma factor
catD	yodB	-1	TF+S
catD	catR	-1	TF+S
yxjF	sigE	1	sigma factor
yxjF	ccpA	-1	TF+PP+M
yxjF	spoIIID	-1	TF
hprT	sigM	1	sigma factor
blt	sigA	1	sigma factor
blt	mta	1	TF+M
blt	bltR	1	TF+M
yfkR	sigG	1	sigma factor
ykvT	walR	1	TF+TC
pyrB	sigA	1	sigma factor
pyrB	pyrR	1	P-AT+M
pyrB	purR	-1	TF+M
alsT	tnrA	-1	TF+P+M
dhbE	sigA	1	sigma factor
dhbE	fur	-1	TF+M
dhbE	abrB	-1	TF
splB	sigG	1	sigma factor
splB	splA	-1	TF
uxuB	sigE	1	sigma factor
uxuB	sigA	1	sigma factor
uxuB	exuR	-1	TF+M
uxuB	ccpA	-1	TF+PP+M
uxuB	spoIIID	-1	TF
appF	scoC	-1	TF
appF	codY	-1	TF+M
appF	tnrA	0	TF+P+M
tuaE	sigA	1	sigma factor
tuaE	phoP	1	TF+TC
veg	sigA	1	sigma factor
gbsB	gbsR	-1	TF+M
hemAT	sigD	1	sigma factor
yerC	spo0A	1	TF+PP
yvlD	sigW	1	sigma factor
yvlD	abrB	-1	TF
narG	sigA	1	sigma factor
narG	fnr	1	TF+M
yhcN	sigG	1	sigma factor
yhcN	sigF	1	sigma factor
yitG	sigG	1	sigma factor
yngJ	sigE	1	sigma factor
yngJ	spoIIID	-1	TF
yvnB	sigG	1	sigma factor
pstS	sigA	1	sigma factor
pstS	phoP	1	TF+TC
yybM	rok	-1	TF
yybM	spo0A	1	TF+PP
ywdJ	tnrA	-1	TF+P+M
garD	ycbG	-1	TF+M
ybfO	sigW	1	sigma factor
ybfO	abrB	-1	TF
ycnD	yczG	0	silico-TF+unk
queD	preQ1 riboswitch	-1	riboswitch
recJ	stringent response	-1	unk
rapH	sigA	1	sigma factor
rapH	rghR	-1	TF
rapH	comK	1	TF
rapH	abrB	-1	TF
yumC	tnrA	0	TF+P+M
yumC	fur	0	TF+M
rnc	sigK	1	sigma factor
rnc	sigA	1	sigma factor
rnc	stringent response	-1	unk
rnc	gerE	1	TF
glnH	sigE	1	sigma factor
glnH	tnrA	1	TF+P+M
glnH	codY	0	TF+M
yhcI	sigG	1	sigma factor
yhcI	comK	1	TF
yhcI	gabR	0	TF+M
ytbD	ytcD	0	silico-TF+unk
glyA	sigA	1	sigma factor
glyA	purR	-1	TF+M
ytrI	sigE	1	sigma factor
ytrI	spoIIID	-1	TF
ytrI	lexA	0	TF-proteolyse
gspA	sigB	1	sigma factor
yfhP	sigK	1	sigma factor
yfhP	yfhP	-1	unk
glpD	sigA	1	sigma factor
glpD	glpP	1	P-AT+PTS
glpD	ccpA	-1	TF+PP+M
glpD	abrB	1	TF
flhF	sigD	1	sigma factor
flhF	sigA	1	sigma factor
flhF	spo0A	-1	TF+PP
flhF	codY	-1	TF+M
fabD	sigA	1	sigma factor
fabD	fapR	-1	TF+M
fabD	comA	1	TF+TC
ykfD	codY	-1	TF+M
ykaA	spo0A	-1	TF+PP
araL	sigA	1	sigma factor
araL	ccpA	-1	TF+PP+M
araL	araR	-1	TF+M
wapA	sigA	1	sigma factor
wapA	yvrHb	1	TF+TC
wapA	degU	-1	TF+TC
yjaZ	sigE	1	sigma factor
spoVM	sigE	1	sigma factor
spoVM	spoIIID	1	TF
yrpC	sigK	1	sigma factor
ybaN	sigE	1	sigma factor
ybaN	spoIIID	-1	TF
yrkC	sigK	1	sigma factor
pit	spo0A	-1	TF+PP
rapJ	tnrA	0	TF+P+M
yodC	yodB	-1	TF+S
treP	sigA	1	sigma factor
treP	treR	-1	TF+M
treP	phoP	1	TF+TC
treP	ccpA	-1	TF+PP+M
pupG	sigA	1	sigma factor
pupG	ccpA	-1	TF+PP+M
rpoC	stringent response	-1	unk
ykvQ	sigK	1	sigma factor
hutP	sigA	1	sigma factor
hutP	codY	-1	TF+M
hutP	ccpA	-1	TF+PP+M
hutP	abrB	1	TF
yvmC	abrB	-1	TF
ykbA	purR	0	TF+M
hutI	sigA	1	sigma factor
hutI	hutP	1	P-AT+M
hutI	codY	-1	TF+M
hutI	ccpA	-1	TF+PP+M
yybP	RNA - yybP-ykoY	0	silico-riboswitch
yjbJ	sigD	1	sigma factor
ypuB	sigB	1	sigma factor
ylmH	spo0A	-1	TF+PP
ydhE	liaR	1	TF+TC
epsH	sigA	1	sigma factor
epsH	sigH	1	sigma factor
epsH	sinR	-1	TF
epsH	eAR	0	RNA antiterminator
epsH	abrB	-1	TF
yfmD	fur	-1	TF+M
pbpG	sigG	1	sigma factor
pbpG	sigF	1	sigma factor
ydhU.1	fur	-1	TF+M
yerB	spo0A	1	TF+PP
yrvJ	sigH	1	sigma factor
uvrX	lexA	-1	TF-proteolyse
cheD	sigD	1	sigma factor
cheD	sigA	1	sigma factor
cheD	spo0A	-1	TF+PP
cheD	codY	-1	TF+M
rplO	stringent response	-1	unk
yocH	sigA	1	sigma factor
yocH	walR	1	TF+TC
yocH	spo0A	1	TF+PP
yocH	abrB	-1	TF
rocR	sigA	1	sigma factor
rocR	rocR	-1	TF+M
rocR	codY	0	TF+M
yxaM	codY	-1	TF+M
yxaM	abrB	-1	TF
yesS	yesS	1	TF+P+unk
yesS	ccpA	0	TF+PP+M
hxlA	hxlR	1	TF-M-unk
yhzE	sigK	1	sigma factor
yhzE	gerE	1	TF
ytrB	sigA	1	sigma factor
ytrB	ytrA	-1	TF-M
msrB	spx	1	TF+S
tasA	sigA	1	sigma factor
tasA	sinR	-1	TF
tasA	abrB	-1	TF
tasA	spo0A	1	TF+PP
infA	stringent response	-1	unk
yetL	yetL	0	TF+M
ydaF	sigB	1	sigma factor
purT	sigA	1	sigma factor
yvlA	sigW	1	sigma factor
yvlA	abrB	-1	TF
ydcP	sigG	1	sigma factor
cydA	sigA	1	sigma factor
cydA	rex	-1	TF+M
cydA	resD	1	TF+TC
cydA	ccpA	-1	TF+PP+M
yxlC	sigY	1	sigma factor
yvaK	sigB	1	sigma factor
phrC	sigH	1	sigma factor
phrC	sigA	1	sigma factor
phrC	comA	1	TF+TC
phrC	codY	-1	TF+M
phrC	ccpA	-1	TF+PP+M
rpsR	stringent response	-1	unk
rpsR	comK	1	TF
ywrC	ywrC	0	silico-TF+unk
ykuT	sigB	1	sigma factor
citM	sigA	1	sigma factor
citM	citT	1	TF+TC
citM	ccpA	-1	TF+PP+M
ydfA	aseR	-1	TF+M
ydfA	czrA	0	TF+M
engD	comK	1	TF
liaF	sigA	1	sigma factor
liaF	liaR	1	TF+TC
liaF	abrB	-1	TF
ccpB	sigG	1	sigma factor
slrA	ywcC	-1	TF+M
gapB	sigA	1	sigma factor
gapB	ccpN	-1	TF+unk
ppsE	abrB	-1	TF
yqaP	abrB	-1	TF
yclQ	fur	-1	TF+M
araN	sigA	1	sigma factor
araN	ccpA	-1	TF+PP+M
araN	araR	-1	TF+M
natA.1	abrB	-1	TF
pyrK	sigA	1	sigma factor
pyrK	pyrR	1	P-AT+M
pyrK	purR	-1	TF+M
rbsK	sigA	1	sigma factor
rbsK	ccpA	-1	TF+PP+M
rbsK	abrB	1	TF
rbsK	rbsR	0	silico-TF+M
hisF	hisR	0	silico-TF+M
yppE	spo0A	1	TF+PP
ybzH	ybzH	0	silico-TF+unk
fliZ	sigD	1	sigma factor
fliZ	sigA	1	sigma factor
fliZ	spo0A	-1	TF+PP
fliZ	codY	-1	TF+M
gerPF	sigK	1	sigma factor
gerPF	gerE	-1	TF
sipT	degU	1	TF+TC
ydfE	ydfF	0	silico-TF+unk
pucF	sigA	1	sigma factor
