Name,Locus_tag,StartV3,EndV3,Strand,classif
yczO,yczO,BSU04039,455771,455935,-1,-
ycsE,ycsE,BSU04040,456068,456817,1,-
S134,S134,new_456926_457022,456926,457022,1,5'
ycsF,ycsF,BSU04050,457023,457796,1,-
ycsG,ycsG,BSU04060,457811,459025,1,-
ycsI,ycsI,BSU04070,459049,459822,1,-
kipI,kipI,BSU04080,459867,460589,1,-
kipA,kipA,BSU04090,460592,461599,1,-
kipR,kipR,BSU04100,461615,462367,1,-
lipC,lipC,BSU04110,462431,463072,1,-
S135,S135,new_463070_463495_c,463070,463495,-1,3'UTR
yczI,yczI,BSU04120,463245,463490,1,-
S136,S136,new_463491_463901,463491,463901,1,inter
yczJ,yczJ,BSU04130,463496,463783,-1,-
pbpC,pbpC,BSU04140,463934,465940,1,-
S137,S137,new_465941_466041,465941,466041,1,intra
ycsN,ycsN,BSU04150,466042,466944,1,-
S138,S138,new_467042_467129,467042,467129,1,5'
mtlR,mtlR,BSU04160,467130,469214,1,-
S139,S139,new_469286_469367,469286,469367,1,5'
ydaB,ydaB,BSU04170,469426,470937,1,-
ydaC,ydaC,BSU04180,470957,471502,-1,-
ydaD,ydaD,BSU04190,471709,472569,1,-
ydaE,ydaE,BSU04200,472585,473088,1,-
ydaF,ydaF,BSU04210,473174,473725,1,-
ydaG,ydaG,BSU04220,473803,474225,1,-
S140,S140,new_474268_474634,474268,474634,1,indep
ydaH,ydaH,BSU04230,474731,475540,1,-
ydzA,ydzA,BSU04240,475584,475874,-1,-
lrpC,lrpC,BSU04250,476059,476493,1,-
topB,topB,BSU04260,476558,478741,1,-
S141,S141,new_478812_478943,478812,478943,1,5'
ydaJ,ydaJ,BSU04270,478944,480032,1,-
ydaK,ydaK,BSU04280,480013,480864,1,-
ydaL,ydaL,BSU04290,480875,482584,1,-
ydaM,ydaM,BSU04300,482577,483839,1,-
ydaN,ydaN,BSU04310,483845,485956,1,-
X.3,NA,BSU_misc_RNA_7,486092,486235,1,-
S142,S142,new_486278_486431,486278,486431,1,inter
ydaO,ydaO,BSU04320,486432,488255,1,-
mutT,mutT,BSU04330,488314,488763,1,-
ydaP,ydaP,BSU04340,488830,490554,1,-
S143,S143,new_489666_490525_c,489666,490525,-1,3'PT
S144,S144,new_490527_490638_c,490527,490638,-1,indep
S145,S145,new_490639_490854,490639,490854,1,indep-Ext
S146,S146,new_490705_490776_c,490705,490776,-1,3'UTR
ydzK,ydzK,BSU04359,490777,491043,-1,-
mntH,mntH,BSU04360,491147,492424,-1,-
S147,S147,new_492500_492577_c,492500,492577,-1,5'
ydaS,ydaS,BSU04370,492654,492911,-1,-
ydaT,ydaT,BSU04380,492989,493441,-1,-
ydbA,ydbA,BSU04390,493559,494377,1,-
gsiB,gsiB,BSU04400,494506,494877,1,-
ydbB,ydbB,BSU04410,495009,495350,1,-
ydbC,ydbC,BSU04420,495344,495703,1,-
S148,S148,new_495406_495699_c,495406,495699,-1,3'PT
ydbD,ydbD,BSU04430,495740,496561,-1,-
dctB,dctB,BSU04440,496646,497698,-1,-
S149,S149,new_496980_497767,496980,497767,1,5'
dctS,dctS,BSU04450,497768,499375,1,-
dctR,dctR,BSU04460,499365,500045,1,-
S150,S150,new_500046_500120,500046,500120,1,inter
dctP,dctP,BSU04470,500166,501431,1,-
ydbI,ydbI,BSU04480,501579,502631,1,-
S151,S151,new_502632_502875,502632,502875,1,3'UTR
ydbJ,ydbJ,BSU04490,502908,503834,1,-
ydbK,ydbK,BSU04500,503854,504594,1,-
ydbL,ydbL,BSU04510,504689,505024,1,-
S152,S152,new_505044_505113,505044,505113,1,inter
ydbM,ydbM,BSU04520,505152,506297,1,-
ydbN,ydbN,BSU04530,506322,506501,-1,-
S153,S153,new_506502_506670_c,506502,506670,-1,5'
ydbO,ydbO,BSU04540,506866,507738,1,-
S154,S154,new_507683_507752_c,507683,507752,-1,3'UTR
S155,S155,new_507739_508088,507739,508088,1,inter
ydbP,ydbP,BSU04550,507753,508073,-1,-
S156,S156,new_508090_508247,508090,508247,1,5'
ddl,ddl,BSU04560,508248,509312,1,-
murF,murF,BSU04570,509384,510757,1,-
S157,S157,new_510862_511036,510862,511036,1,5'
S158,S158,new_511038_511105,511038,511105,1,5'
cshA,cshA,BSU04580,511106,512641,1,-
S159,S159,new_512754_512813,512754,512813,1,5'
ydbS,ydbS,BSU04590,512814,513293,1,-
ydbT,ydbT,BSU04600,513283,514764,1,-
S160,S160,new_514779_515106,514779,515106,1,inter
ydcA,ydcA,BSU04610,515016,515615,-1,-
S161,S161,new_515108_515709,515108,515709,1,5'
acpS,acpS,BSU04620,515710,516075,1,-
S162,S162,new_516099_516240,516099,516240,1,5'
ydcC,ydcC,BSU04630,516241,517257,1,-
alrA,alrA,BSU04640,517372,518541,1,-
endB,endB,BSU04650,518657,518938,1,-
ndoA,ndoA,BSU04660,518943,519293,1,-
S163,S163,new_519083_519559_c,519083,519559,-1,indep
rsbRA,rsbRA,BSU04670,519408,520232,1,-
S164,S164,new_519561_520160_c,519561,520160,-1,5'
S165,S165,new_520162_520750_c,520162,520750,-1,5'
rsbS,rsbS,BSU04680,520237,520602,1,-
rsbT,rsbT,BSU04690,520606,521007,1,-
rsbU,rsbU,BSU04700,521019,522026,1,-
rsbV,rsbV,BSU04710,522088,522417,1,-
rsbW,rsbW,BSU04720,522414,522896,1,-
sigB,sigB,BSU04730,522862,523650,1,-
rsbX,rsbX,BSU04740,523650,524249,1,-
ydcF,ydcF,BSU04750,524492,524785,1,-
ydcG,ydcG,BSU04760,524782,525222,1,-
S166,S166,new_525021_528076_c,525021,528076,-1,indep-Ext
ydcH,ydcH,BSU04770,525206,525649,1,-
ydcI,ydcI,BSU04780,525743,527902,1,-
S167,S167,new_527912_528128,527912,528128,1,5'
ydcK,ydcK,BSU04790,528129,528581,1,-
S168,S168,new_528616_528703,528616,528703,1,5'
trnS.Leu2,trnS-Leu2,BSU_tRNA_51,529336,529422,1,-
S169,S169,new_529454_530352,529454,530352,1,3'PT
ydcL,ydcL,BSU04800,529505,530611,-1,-
immA,immA,BSU04810,530624,531133,-1,-
immR,immR,BSU04820,531130,531513,-1,-
sacV,sacV,BSU04830,531787,531981,1,-
ydzL,ydzL,BSU04839,531978,532238,1,-
ydcO,ydcO,BSU04840,532292,532552,1,-
S170,S170,new_532412_532652_c,532412,532652,-1,indep-Ext
S171,S171,new_532604_532921,532604,532921,1,5'
ydcP,ydcP,BSU04850,532922,533302,1,-
ydcQ,ydcQ,BSU04860,533338,534780,1,-
ydcR,ydcR,BSU04870,534773,535831,1,-
S172,S172,new_535832_536095,535832,536095,1,intra
ydcS,ydcS,BSU04880,536096,536365,1,-
ydcT,ydcT,BSU04890,536404,536670,1,-
yddA,yddA,BSU04900,536687,536995,1,-
yddB,yddB,BSU04910,536985,538049,1,-
yddC,yddC,BSU04920,538061,538309,1,-
yddD,yddD,BSU04930,538322,538846,1,-
yddE,yddE,BSU04940,538836,541229,1,-
yddF,yddF,BSU04950,541248,541574,1,-
yddG,yddG,BSU04960,541578,544025,1,-
yddH,yddH,BSU04970,544022,545011,1,-
yddI,yddI,BSU04980,545026,545532,1,-
yddJ,yddJ,BSU04990,545595,545975,1,-
S173,S173,new_546051_546165_c,546051,546165,-1,3'UTR
yddK,yddK,BSU05000,546166,546966,-1,-
rapI,rapI,BSU05010,547306,548481,1,-
phrI,phrI,BSU05020,548438,548557,1,-
yddM,yddM,BSU05030,548710,549651,1,-
S174,S174,new_549652_549910,549652,549910,1,3'Ext
S175,S175,new_549923_550239_c,549923,550239,-1,3'UTR
yddN,yddN,BSU05040,550240,551259,-1,-
S176,S176,new_551074_551518,551074,551518,1,5'
lrpA,lrpA,BSU05050,551519,551929,1,-
S177,S177,new_551930_551999,551930,551999,1,3'UTR
lrpB,lrpB,BSU05060,552052,552501,-1,-
yddQ,yddQ,BSU05070,552616,553158,1,-
yddR,yddR,BSU05080,553711,554475,1,-
yddS,yddS,BSU05090,554669,555979,1,-
S178,S178,new_556002_556561,556002,556561,1,5'
ydzN,ydzN,BSU05109,557873,558058,1,-
ydeA,ydeA,BSU05110,558408,559001,1,-
S179,S179,new_559146_559263,559146,559263,1,5'
cspC,cspC,BSU05120,559264,559464,1,-
S180,S180,new_559362_560150_c,559362,560150,-1,3'Ext
ydeB,ydeB,BSU05130,560151,560612,-1,-
S181,S181,new_560621_561166,560621,561166,1,indep
ydzE,ydzE,BSU05140,561180,561416,-1,-
ydeC,ydeC,BSU05150,561514,562389,-1,-
ydeD,ydeD,BSU05160,562502,563461,1,-
ydeE,ydeE,BSU05170,563614,564486,-1,-
ydeF,ydeF,BSU05180,564704,566101,1,-
ydeG,ydeG,BSU05190,566211,567503,1,-
S182,S182,new_567551_567661,567551,567661,1,5'
ydeH,ydeH,BSU05200,567662,568108,1,-
ydeI,ydeI,BSU05210,568345,568938,1,-
ydeJ,ydeJ,BSU05220,569290,569949,-1,-
ydeK,ydeK,BSU05230,570371,571234,-1,-
ydeL,ydeL,BSU05240,571389,572780,1,-
ydeM,ydeM,BSU05250,572974,573399,1,-
S183,S183,new_573400_574654,573400,574654,1,inter
ydeN,ydeN,BSU05260,573452,574024,-1,-
S184,S184,new_574025_574105_c,574025,574105,-1,intra
ydzF,ydzF,BSU05270,574106,574435,-1,-
ydeO,ydeO,BSU05280,574690,575562,1,-
ydeP,ydeP,BSU05290,575712,576098,-1,-
S185,S185,new_576099_576163_c,576099,576163,-1,5'
ydeQ,ydeQ,BSU05300,576209,576802,1,-
ydeR,ydeR,BSU05310,576946,578133,-1,-
ydeS,ydeS,BSU05320,578337,578933,1,-
ydzO,ydzO,BSU05329,579047,579232,1,-
S186,S186,new_579354_579540,579354,579540,1,5'
aseR,aseR,BSU05330,579541,579876,1,-
ydfA,ydfA,BSU05340,579889,581196,1,-
ydzS,ydzS,BSU05343,581228,581329,1,-
ydzS.1,ydzS,BSU05344,581341,581454,1,-
ydfB,ydfB,BSU05350,581694,582479,1,-
ydfC,ydfC,BSU05360,582536,583456,-1,-
ydfD,ydfD,BSU05370,583589,585037,1,-
ydfE,ydfE,BSU05380,585155,585778,-1,-
ydfF,ydfF,BSU05390,585868,586548,1,-
ydfG,ydfG,BSU05400,586628,587071,-1,-
ydzP,ydzP,BSU05408,587157,587336,-1,-
ydzQ,ydzQ,BSU05409,587333,587476,-1,-
ydfH,ydfH,BSU05410,587744,588967,1,-
ydfI,ydfI,BSU05420,588960,589601,1,-
ydfJ,ydfJ,BSU05430,589717,591891,1,-
S187,S187,new_591895_592302_c,591895,592302,-1,3'UTR
nap,nap,BSU05440,592303,593205,-1,-
S188,S188,new_593206_593301_c,593206,593301,-1,5'
ydfK,ydfK,BSU05450,593407,594096,-1,-
ydfL,ydfL,BSU05460,594186,594998,-1,-
ydfM,ydfM,BSU05470,595109,596002,-1,-
S189,S189,new_596003_596095_c,596003,596095,-1,5'
ydfN,ydfN,BSU05480,596478,597098,1,-
ydfO,ydfO,BSU05490,597114,598052,1,-
S190,S190,new_598065_598153,598065,598153,1,5'
ydfP,ydfP,BSU05500,598154,598543,1,-
S191,S191,new_598659_598728,598659,598728,1,5'
ydfQ,ydfQ,BSU05510,598729,599067,1,-
ydzH,ydzH,BSU05520,599107,599343,-1,-
S192,S192,new_599344_599505_c,599344,599505,-1,inter
S193,S193,new_599509_599874_c,599509,599874,-1,3'UTR
ydzR,ydzR,BSU05529,599875,600105,-1,-
S194,S194,new_600145_600228_c,600145,600228,-1,inter
ydfR,ydfR,BSU05530,600229,600906,-1,-
S195,S195,new_600907_601740_c,600907,601740,-1,inter
ydfS,ydfS,BSU05540,601019,601726,1,-
cotP,cotP,BSU05550,601741,602172,-1,-
ydgA,ydgA,BSU05560,602185,602427,-1,-
ydgB,ydgB,BSU05570,602441,602713,-1,-
ydgC,ydgC,BSU05580,603012,603599,1,-
ydgD,ydgD,BSU05590,603596,603940,1,-
S196,S196,new_603941_604102,603941,604102,1,intra
ydgE,ydgE,BSU05600,604103,604576,1,-
S197,S197,new_604577_605269,604577,605269,1,3'Ext
vmlR,vmlR,BSU05610,604736,606379,-1,-
S198,S198,new_606414_606611_c,606414,606611,-1,indep
ydgF,ydgF,BSU05620,606699,608075,-1,-
dinB,dinB,BSU05630,608246,608764,-1,-
ydgG,ydgG,BSU05640,608933,609391,1,-
ydgH,ydgH,BSU05650,609388,612045,1,-
ydgI,ydgI,BSU05660,612191,612820,-1,-
ydgJ,ydgJ,BSU05670,612836,613330,-1,-
S199,S199,new_613552_613640,613552,613640,1,5'
ydgK,ydgK,BSU05680,613641,614849,1,-
ydhB,ydhB,BSU05690,614885,615622,-1,-
S200,S200,new_615623_615761_c,615623,615761,-1,5'
ydhC,ydhC,BSU05700,615871,616545,1,-
ydhD,ydhD,BSU05710,616672,617934,1,-
ydhE,ydhE,BSU05720,618095,619282,1,-
ydhF,ydhF,BSU05730,619321,620031,-1,-
phoB,phoB,BSU05740,620097,621485,-1,-
S201,S201,new_621545_621613_c,621545,621613,-1,5'
S202,S202,new_621713_621846,621713,621846,1,5'
ydhG,ydhG,BSU05750,621847,622218,1,-
ydhH,ydhH,BSU05760,622293,622790,-1,-
ydhI,ydhI,BSU05770,622808,623290,-1,-
ydhJ,ydhJ,BSU05780,623373,624350,1,-
ydhK,ydhK,BSU05790,624492,625109,1,-
pbuE,pbuE,BSU05800,625125,626291,-1,-
X.4,NA,BSU_misc_RNA_8,626346,626446,-1,-
gmuB,gmuB,BSU05810,626622,626933,1,-
gmuA,gmuA,BSU05820,626933,627265,1,-
gmuC,gmuC,BSU05830,627284,628612,1,-
gmuD,gmuD,BSU05840,628630,630027,1,-
S203,S203,new_630028_630114,630028,630114,1,inter
gmuR,gmuR,BSU05850,630170,630883,1,-
gmuE,gmuE,BSU05860,630912,631811,1,-
gmuF,gmuF,BSU05870,631808,632755,1,-
gmuG,gmuG,BSU05880,632774,633862,1,-
ydhU,ydhU,BSU05890,633923,634651,-1,-
ydhU.1,ydhU,BSU05899,634651,634776,-1,-
S204,S204,new_635022_635109,635022,635109,1,5'
thiL,thiL,BSU05900,640662,641639,1,-
ydiB,ydiB,BSU05910,641654,642130,1,-
ydiC,ydiC,BSU05920,642111,642800,1,-
rimI,rimI,BSU05930,642810,643265,1,-
gcp,gcp,BSU05940,643258,644298,1,-
ydiF,ydiF,BSU05950,644528,646456,-1,-
S205,S205,new_646220_646409,646220,646409,1,5'
S206,S206,new_646411_646581,646411,646581,1,5'
moaC,moaC,BSU05960,646582,647094,1,-
rex,rex,BSU05970,647091,647738,1,-
tatAY,tatAY,BSU05980,647760,647933,1,-
tatCY,tatCY,BSU05990,647940,648704,1,-
ydiK,ydiK,BSU06000,648742,648933,-1,-
ydiL,ydiL,BSU06010,648930,649664,-1,-
S207,S207,new_649718_649826,649718,649826,1,5'
S208,S208,new_649828_649902,649828,649902,1,5'
groES,groES,BSU06020,649903,650187,1,-
groEL,groEL,BSU06030,650234,651868,1,-
S209,S209,new_651869_651961,651869,651961,1,3'UTR
S210,S210,new_651963_653431,651963,653431,1,inter
ydzT,ydzT,BSU06033,651977,652084,-1,-
ydzT.1,ydzT,BSU06034,652087,652245,-1,-
ydzT.2,ydzT,BSU06036,652290,652418,-1,-
ydzT.3,ydzT,BSU06037,652511,652720,-1,-
ydzT.4,ydzT,BSU06038,652713,653018,-1,-
ydiM,ydiM,BSU06040,653432,653812,1,-
S211,S211,new_653813_654070,653813,654070,1,intra
ydzU,ydzU,BSU06048,654071,654343,1,-
ydzV,ydzV,BSU06049,654333,654692,1,-
S212,S212,new_654693_655136,654693,655136,1,inter
S213,S213,new_655138_655222,655138,655222,1,5'
ydiO,ydiO,BSU06060,655223,656506,1,-
ydiP,ydiP,BSU06070,656528,657697,1,-
ydzW,ydzW,BSU06073,657793,658062,-1,-
ydzW.1,ydzW,BSU06074,658061,658189,-1,-
ydzW.2,ydzW,BSU06076,658189,658605,-1,-
S214,S214,new_658495_658899,658495,658899,1,indep-Ext
ydzW.3,ydzW,BSU06077,658615,658758,-1,-
ydzW.4,ydzW,BSU06078,658813,659010,-1,-
ydzW.5,ydzW,BSU06079,659010,659129,-1,-
ydzW.6,ydzW,BSU06083,659129,659221,-1,-
S215,S215,new_659222_659341_c,659222,659341,-1,5'
S216,S216,new_659343_659558_c,659343,659558,-1,5'
ydiR,ydiR,BSU06090,659623,660564,1,-
ydiS,ydiS,BSU06100,660596,661627,1,-
ydjA,ydjA,BSU06110,661630,663027,1,-
S217,S217,new_663028_663224,663028,663224,1,3'UTR
S218,S218,new_663288_663600,663288,663600,1,inter
ydjB,ydjB,BSU06120,663601,663936,1,-
S219,S219,new_663937_664318,663937,664318,1,intra
ydjC,ydjC,BSU06130,664319,664669,1,-
gutR,gutR,BSU06140,664775,667264,-1,-
S220,S220,new_667383_667465,667383,667465,1,5'
gutB,gutB,BSU06150,667466,668527,1,-
gutP,gutP,BSU06160,668601,669992,1,-
ydjE,ydjE,BSU06170,670087,671049,1,-
pspA,pspA,BSU06180,671245,671928,1,-
S221,S221,new_671929_671993,671929,671993,1,intra
ydjG,ydjG,BSU06190,671994,673019,1,-
ydjH,ydjH,BSU06200,673019,673783,1,-
ydjI,ydjI,BSU06210,673814,674785,1,-
ydjJ,ydjJ,BSU06220,674832,675857,-1,-
S222,S222,new_676139_676441,676139,676441,1,5'
iolT,iolT,BSU06230,676442,677863,1,-
bdhA,bdhA,BSU06240,677911,678951,-1,-
S223,S223,new_678515_679050,678515,679050,1,5'
S224,S224,new_678952_679246_c,678952,679246,-1,5'
S225,S225,new_679052_679349,679052,679349,1,5'
ydjM,ydjM,BSU06250,679390,679761,1,-
ydjN,ydjN,BSU06260,679827,680873,1,-
ydzJ,ydzJ,BSU06269,680907,681065,-1,-
S226,S226,new_681122_681254_c,681122,681254,-1,3'UTR
ydjO,ydjO,BSU06270,681255,681464,-1,-
ydjP,ydjP,BSU06280,681547,682362,-1,-
yeaA,yeaA,BSU06290,682375,683364,-1,-
cotA,cotA,BSU06300,683462,685003,-1,-
gabP,gabP,BSU06310,685155,686564,-1,-
ydzX,ydzX,BSU06319,686602,686889,-1,-
yeaB,yeaB,BSU06320,686962,687834,1,-
yeaC,yeaC,BSU06330,688184,689146,1,-
yeaD,yeaD,BSU06340,689146,690342,1,-
yebA,yebA,BSU06350,690364,692577,1,-
S227,S227,new_692610_692739,692610,692739,1,5'
guaA,guaA,BSU06360,692740,694281,1,-
X.5,NA,BSU_misc_RNA_9,694425,694527,1,-
pbuG,pbuG,BSU06370,694662,695984,1,-
S228,S228,new_696054_696194,696054,696194,1,5'
yebC,yebC,BSU06380,696195,696998,1,-
S229,S229,new_697093_697156,697093,697156,1,5'
yebD,yebD,BSU06390,697157,697324,1,-
S230,S230,new_697399_697485,697399,697485,1,5'
yebE,yebE,BSU06400,697538,698092,1,-
yebG,yebG,BSU06410,698092,698289,1,-
X.6,NA,BSU_misc_RNA_10,698369,698471,1,-
S231,S231,new_698472_698611,698472,698611,1,intra
purE,purE,BSU06420,698612,699100,1,-
purK,purK,BSU06430,699093,700235,1,-
purB,purB,BSU06440,700232,701527,1,-
purC,purC,BSU06450,701601,702326,1,-
purS,purS,BSU06460,702319,702573,1,-
purQ,purQ,BSU06470,702570,703253,1,-
purL,purL,BSU06480,703237,705465,1,-
purF,purF,BSU06490,705441,706871,1,-
S232,S232,new_706872_706972,706872,706972,1,intra
purM,purM,BSU06500,706973,708013,1,-
purN,purN,BSU06510,708010,708597,1,-
purH,purH,BSU06520,708594,710132,1,-
purD,purD,BSU06530,710148,711416,1,-
yezC,yezC,BSU06540,711456,711875,-1,-
yecA,yecA,BSU06550,712019,713293,1,-
yezF,yezF,BSU06559,713308,713535,-1,-
S233,S233,new_713536_713956_c,713536,713956,-1,5'
yerA,yerA,BSU06560,713664,715406,1,-
yerB,yerB,BSU06570,715433,716428,1,-
yerC,yerC,BSU06580,716431,716745,1,-
yerD,yerD,BSU06590,716780,718357,-1,-
pcrB,pcrB,BSU06600,718622,719308,1,-
pcrA,pcrA,BSU06610,719370,721589,1,-
ligA,ligA,BSU06620,721613,723619,1,-
yerH,yerH,BSU06630,723635,724825,1,-
S234,S234,new_724870_724986,724870,724986,1,5'
yerI,yerI,BSU06640,724987,725997,1,-
S235,S235,new_726024_726828,726024,726828,1,indep-Ext
sapB,sapB,BSU06650,726035,726733,-1,-
opuE,opuE,BSU06660,726840,728318,-1,-
S236,S236,new_728319_728449_c,728319,728449,-1,5'
S237,S237,new_728598_728731,728598,728731,1,5'
gatC,gatC,BSU06670,728732,729022,1,-
gatA,gatA,BSU06680,729038,730495,1,-
gatB,gatB,BSU06690,730509,731939,1,-
yerO,yerO,BSU06700,731954,732823,-1,-
S238,S238,new_732824_732898_c,732824,732898,-1,5'
swrC,swrC,BSU06710,732916,736113,1,-
dagK,dagK,BSU06720,736436,737347,1,-
S239,S239,new_737348_737602,737348,737602,1,intra
yefA,yefA,BSU06730,737603,738982,1,-
S240,S240,new_738983_739575,738983,739575,1,3'UTR
yefB,yefB,BSU06740,738995,739897,-1,-
S241,S241,new_739577_739877,739577,739877,1,inter
yefC,yefC,BSU06750,739878,740213,1,-
S242,S242,new_740214_740287,740214,740287,1,intra
yeeA,yeeA,BSU06760,740288,742927,1,-
yeeB,yeeB,BSU06770,742939,744738,1,-
S243,S243,new_744739_744850,744739,744850,1,intra
yeeC,yeeC,BSU06780,744851,745999,1,-
S244,S244,new_746000_747189,746000,747189,1,3'Ext
yeeD,yeeD,BSU06790,746261,746566,-1,-
yezA,yezA,BSU06800,746633,746839,-1,-
yezG,yezG,BSU06811,747079,747534,-1,-
yeeF,yeeF,BSU06812,747554,749563,-1,-
yeeG,yeeG,BSU06820,749775,750797,1,-
rapH,rapH,BSU06830,750959,752089,1,-
phrH,phrH,BSU06839,752079,752252,1,-
S245,S245,new_752253_752357,752253,752357,1,inter
yeeI,yeeI,BSU06840,752412,753131,1,-
yeeK,yeeK,BSU06850,753265,753702,1,-
yezE,yezE,BSU06860,753817,754401,1,-
yesE,yesE,BSU06870,754480,754923,1,-
yesF,yesF,BSU06880,754920,755780,1,-
cotJA,cotJA,BSU06890,755907,756155,1,-
cotJB,cotJB,BSU06900,756139,756402,1,-
cotJC,cotJC,BSU06910,756417,756986,1,-
S246,S246,new_756987_757065,756987,757065,1,inter
yesJ,yesJ,BSU06920,757111,757653,1,-
yesK,yesK,BSU06930,757676,757978,1,-
yesL,yesL,BSU06940,758093,758722,1,-
yesM,yesM,BSU06950,758719,760452,1,-
yesN,yesN,BSU06960,760452,761558,1,-
yesO,yesO,BSU06970,761662,762945,1,-
yesP,yesP,BSU06980,762942,763871,1,-
yesQ,yesQ,BSU06990,763875,764765,1,-
yesR,yesR,BSU07000,764781,765815,1,-
yesS,yesS,BSU07010,765838,768123,1,-
rhgT,rhgT,BSU07020,768137,768835,1,-
yesU,yesU,BSU07030,768828,769490,1,-
yesV,yesV,BSU07040,769487,770113,1,-
yesW,yesW,BSU07050,770234,772096,1,-
yesX,yesX,BSU07060,772142,773980,1,-
yesY,yesY,BSU07070,774138,774791,1,-
yesZ,yesZ,BSU07080,774799,776790,1,-
yetA,yetA,BSU07090,776834,779407,1,-
lplA,lplA,BSU07100,779529,781037,1,-
lplB,lplB,BSU07110,781092,782048,1,-
lplC,lplC,BSU07120,782062,782949,1,-
lplD,lplD,BSU07130,782958,784298,1,-
S247,S247,new_783392_785083_c,783392,785083,-1,3'PT
S248,S248,new_784299_784380,784299,784380,1,intra
yetF,yetF,BSU07140,784381,785076,1,-
yetG,yetG,BSU07150,785113,785490,-1,-
yetH,yetH,BSU07160,785543,785905,-1,-
S249,S249,new_785976_786536_c,785976,786536,-1,indep
yetI,yetI,BSU07170,786689,787264,1,-
yetI.1,yetI,BSU07180,787264,787560,1,-
yezD,yezD,BSU07190,787715,787882,1,-
yetJ,yetJ,BSU07200,787992,788636,1,-
yetK,yetK,BSU07210,788636,789628,1,-
yetL,yetL,BSU07220,789652,790155,-1,-
yetM,yetM,BSU07230,790318,791427,1,-
yetN,yetN,BSU07240,791462,792532,-1,-
yetO,yetO,BSU07250,792682,795867,1,-
S250,S250,new_796008_796313,796008,796313,1,5'
ltaSA,ltaSA,BSU07260,796314,798233,1,-
S251,S251,new_798340_798468,798340,798468,1,5'
yfnH,yfnH,BSU07270,798469,799233,1,-
yfnG,yfnG,BSU07280,799303,800208,1,-
yfnF,yfnF,BSU07290,800232,801143,1,-
yfnE,yfnE,BSU07300,801172,802350,1,-
yfnD,yfnD,BSU07310,802351,803286,1,-
yfnC,yfnC,BSU07320,803317,804546,-1,-
yfnB,yfnB,BSU07330,804657,805364,-1,-
yfnA,yfnA,BSU07340,805456,806841,-1,-
yfmT,yfmT,BSU07350,807091,808548,1,-
yfmS,yfmS,BSU07360,808562,809422,1,-
yfmR,yfmR,BSU07370,809557,811446,1,-
yfmQ,yfmQ,BSU07380,811569,812015,1,-
yfmP,yfmP,BSU07390,812140,812562,1,-
yfmO,yfmO,BSU07400,812628,813818,1,-
yfmN,yfmN,BSU07410,814109,814264,1,-
yfmM,yfmM,BSU07420,814384,815940,-1,-
yfmL,yfmL,BSU07430,816113,817243,1,-
yfmK,yfmK,BSU07440,817311,817757,1,-
yfmJ,yfmJ,BSU07450,817810,818829,-1,-
S252,S252,new_818856_819310_c,818856,819310,-1,inter
S253,S253,new_818976_820073,818976,820073,1,indep-Ext
yfmI,yfmI,BSU07460,819311,820531,-1,-
S254,S254,new_820648_820823,820648,820823,1,indep
yfmG,yfmG,BSU07480,820867,822330,1,-
S255,S255,new_821232_822902_c,821232,822902,-1,3'Ext
S256,S256,new_822331_822824,822331,822824,1,inter
S257,S257,new_822826_826091,822826,826091,1,inter
yfmF,yfmF,BSU07490,822903,823703,-1,-
yfmE,yfmE,BSU07500,823716,824717,-1,-
yfmD,yfmD,BSU07510,824714,825715,-1,-
yfmC,yfmC,BSU07520,825787,826734,-1,-
S258,S258,new_826093_826718,826093,826718,1,5'
S259,S259,new_826720_827251,826720,827251,1,5'
yfmB,yfmB,BSU07530,826843,827211,-1,-
S260,S260,new_827212_827324_c,827212,827324,-1,5'
yfmA,yfmA,BSU07540,827252,827419,1,-
yflT,yflT,BSU07550,827455,827802,1,-
S261,S261,new_827843_827923,827843,827923,1,inter
pel,pel,BSU07560,827993,829255,1,-
yflS,yflS,BSU07570,829382,830818,1,-
citS,citS,BSU07580,830945,832573,1,-
citT,citT,BSU07590,832545,833225,1,-
yflP,yflP,BSU07600,833228,834187,1,-
S262,S262,new_834310_834382,834310,834382,1,5'
citM,citM,BSU07610,834383,835684,1,-
yflN,yflN,BSU07620,835740,836534,1,-
nosA,nosA,BSU07630,836653,837744,1,-
yflL,yflL,BSU07640,837735,838010,-1,-
S263,S263,new_837745_838076,837745,838076,1,intra
yflK,yflK,BSU07650,838077,838742,1,-
yflJ,yflJ,BSU07660,838783,838920,-1,-
S264,S264,new_838921_839051_c,838921,839051,-1,5'
S265,S265,new_839062_840126,839062,840126,1,indep-Ext
yflI,yflI,BSU07670,839077,839232,-1,-
S266,S266,new_839233_839338_c,839233,839338,-1,intra
yflH,yflH,BSU07680,839339,839653,-1,-
S267,S267,new_839654_839734_c,839654,839734,-1,intra
mapB,mapB,BSU07690,839735,840484,-1,-
S268,S268,new_840528_841664_c,840528,841664,-1,5'
nagP.1,nagP,BSU07700,840656,842014,1,-
yflE,yflE,BSU07710,842047,843996,-1,-
S269,S269,new_843132_844096,843132,844096,1,5'
S270,S270,new_843997_844071_c,843997,844071,-1,5'
S271,S271,new_844073_844595_c,844073,844595,-1,5'
yflD,yflD,BSU07720,844097,844234,1,-
yflB,yflB,BSU07735,844253,844645,1,-
yflA,yflA,BSU07750,844770,846185,1,-
