source	target	sign	mechanism
purR	yabJ	-1	TF+M
sigB	ydaP	1	sigma factor
sigM	yngC	1	sigma factor
yclJ	yngC	1	TF+TC
sigA	gmuG	1	sigma factor
gmuR	gmuG	-1	TF+M
ccpA	gmuG	-1	TF+PP+M
abrB	gmuG	1	TF
bsdA	yclA	0	TF+M
sigA	ctaF	1	sigma factor
resD	ctaF	1	TF+TC
ccpA	ctaF	-1	TF+PP+M
abrB	ctaF	-1	TF
abh	ctaF	-1	TF
sigG	sspB	1	sigma factor
spoVT	sspB	1	TF
codY	thrB	0	TF+M
sigD	lytD	1	sigma factor
sigG	lytD	1	sigma factor
sigB	ydaG	1	sigma factor
ywbI	lrgB.1	0	silico-TF+unk
rhaR	yulD	0	silico-TF+M
stringent response	fusA	-1	unk
sigA	alkA	1	sigma factor
sigE	alkA	1	sigma factor
adaA	alkA	1	TF+S
sigA	clpX	1	sigma factor
ctsR	clpX	-1	TF+unstability
sigA	sdpR	1	sigma factor
sdpR	sdpR	-1	TF+P
abrB	sdpR	-1	TF
sigB	yfhD	1	sigma factor
sigF	yfhD	1	sigma factor
sigG	yfhD	1	sigma factor
spoVT	yfhD	1	TF
sigA	ptsH	1	sigma factor
stringent response	ptsH	-1	unk
glcT	ptsH	1	P-AT+PTS
sigA	spo0B	1	sigma factor
sigA	ntdC	1	sigma factor
sigE	ntdC	1	sigma factor
ntdR	ntdC	1	TF+M
gerR	ntdC	-1	TF
sigA	purB	1	sigma factor
purR	purB	-1	TF+M
G-box-HXTX	purB	1	riboswitch
G-box-GUA	purB	1	riboswitch
sigK	cotB	1	sigma factor
sigE	cotB	1	sigma factor
gerR	cotB	1	TF
gerE	cotB	1	TF
codY	ilvE	-1	TF+M
stringent response	atpD	-1	unk
sigA	clpY	1	sigma factor
codY	clpY	-1	TF+M
sigK	ribH	1	sigma factor
sigA	ribH	1	sigma factor
FMN-box	ribH	-1	riboswitch
sigA	yqdB	1	sigma factor
ratA	yqdB	-1	antisense RNA
sigW	racX	1	sigma factor
abrB	racX	-1	TF
sigE	mlpA	1	sigma factor
spoIIID	mlpA	-1	TF
sigG	yjbO	1	sigma factor
abrB	yerI	-1	TF
sigM	disA	1	sigma factor
sigF	disA	1	sigma factor
sigB	disA	1	sigma factor
sigA	disA	1	sigma factor
ctsR	disA	-1	TF+unstability
sigA	abfA	1	sigma factor
ccpA	abfA	-1	TF+PP+M
araR	abfA	-1	TF+M
spo0A	ylmG	-1	TF+PP
T-box-HIS	aspS	1	RNA switch
T-box-ASP	aspS	1	RNA switch
phoP	yxiO	1	TF+TC
sigW	yfhL	1	sigma factor
sigB	yfhL	1	sigma factor
sigM	radC	1	sigma factor
comK	radC	1	TF
stringent response	rplNA	-1	unk
sigK	yjaU	1	sigma factor
sigD	yxkC	1	sigma factor
tnrA	yxkC	1	TF+P+M
sigK	cotSA	1	sigma factor
sigK	gerPC	1	sigma factor
gerE	gerPC	-1	TF
sigH	spo0A	1	sigma factor
sigA	spo0A	1	sigma factor
spo0A	spo0A	-1	TF+PP
sinR	spo0A	-1	TF
sigX	spxA	1	sigma factor
sigW	spxA	1	sigma factor
sigM	spxA	1	sigma factor
sigB	spxA	1	sigma factor
sigA	spxA	1	sigma factor
perR	spxA	-1	TF+S
yodB	spxA	-1	TF+S
sigD	fliL	1	sigma factor
sigA	fliL	1	sigma factor
spo0A	fliL	-1	TF+PP
codY	fliL	-1	TF+M
sigH	bacD	1	sigma factor
scoC	bacD	-1	TF
codY	bacD	-1	TF+M
abrB	bacD	-1	TF
sigB	yfkJ	1	sigma factor
sigA	yfkJ	1	sigma factor
stringent response	bipA	-1	unk
sigA	ald	1	sigma factor
adeR	ald	1	TF-M
ccpA	ytcQ	0	TF+PP+M
rmgR	ytcQ	0	silico-TF+M
manR	yjdF	1	TF+PTS
yesS	yesP	0	TF+P+unk
ccpA	yesP	0	TF+PP+M
sigA	nasA	1	sigma factor
tnrA	nasA	1	TF+P+M
glnR	nasA	-1	TF+P+M
T-O2	nasA	1	unk
sigY	ybgB	1	sigma factor
sigA	hrcA	1	sigma factor
hrcA	hrcA	-1	TF+HrcA unstability
arfM	hrcA	0	TF
sigD	fliY	1	sigma factor
sigA	fliY	1	sigma factor
spo0A	fliY	-1	TF+PP
codY	fliY	-1	TF+M
sigA	pucL	1	sigma factor
tnrA	pucL	1	TF+P+M
pucR	pucL	1	TF+M
sigA	gutB	1	sigma factor
gutR	gutB	1	TF+M
sigA	treA	1	sigma factor
treR	treA	-1	TF+M
phoP	treA	1	TF+TC
ccpA	treA	-1	TF+PP+M
sigF	ylbC	1	sigma factor
ccpA	ylbC	0	TF+PP+M
sigL	acoL	1	sigma factor
sigK	acoL	1	sigma factor
ccpA	acoL	-1	TF+PP+M
acoR	acoL	1	TF+M
sigD	cheY	1	sigma factor
sigA	cheY	1	sigma factor
spo0A	cheY	-1	TF+PP
codY	cheY	-1	TF+M
stringent response	mapA	-1	unk
sigA	pdhC	1	sigma factor
stringent response	pdhC	-1	unk
sigE	prpB	1	sigma factor
ccpA	prpB	-1	TF+PP+M
spoIIID	prpB	-1	TF
sigA	trmU	1	sigma factor
stringent response	trmU	-1	unk
sigA	ntdA	1	sigma factor
sigE	ntdA	1	sigma factor
ntdR	ntdA	1	TF+M
gerR	ntdA	-1	TF
abrB	yddJ	-1	TF
sigX	dltE	1	sigma factor
sigM	dltE	1	sigma factor
sigD	dltE	1	sigma factor
yvrHb	dltE	1	TF+TC
stringent response	dltE	-1	unk
spo0A	dltE	-1	TF+PP
tnrA	oppA	1	TF+P+M
scoC	oppA	-1	TF
codY	oppA	0	TF+M
sigB	aag	1	sigma factor
scoC	nprE	-1	TF
abrB	nprE	-1	TF
tenA	nprE	1	unk
paiB	nprE	-1	unk
degU	nprE	1	TF+TC
sigG	yraF	1	sigma factor
sigA	dnaK	1	sigma factor
hrcA	dnaK	-1	TF+HrcA unstability
arfM	dnaK	0	TF
sigE	ysnE	1	sigma factor
tnrA	ysnE	0	TF+P+M
sigA	fadB	1	sigma factor
fadR	fadB	-1	TF+M
ccpA	fadB	-1	TF+PP+M
sigK	ycsI	1	sigma factor
tnrA	ycsI	1	TF+P+M
kipR	ycsI	-1	TF+unk
sigA	galE	1	sigma factor
sigK	mccB	1	sigma factor
sigA	mccB	1	sigma factor
spx	mccB	1	TF+S
cymR	mccB	-1	TF+P+M
spx	ytpP	1	TF+S
sigB	ydaD	1	sigma factor
sigB	ydaK	1	sigma factor
sigA	pucK	1	sigma factor
tnrA	pucK	1	TF+P+M
pucR	pucK	1	TF+M
spo0A	ylmE	-1	TF+PP
sigE	spoIVCA	1	sigma factor
spoIIID	spoIVCA	1	TF
gerR	spoIVCA	-1	TF
sigA	ytrC	1	sigma factor
ytrA	ytrC	-1	TF-M
xpf	xkdK	1	sigma factor
sigG	spoVAEB	1	sigma factor
spoVT	spoVAEB	1	TF
sigD	ylzI	1	sigma factor
sigA	ylzI	1	sigma factor
spo0A	ylzI	-1	TF+PP
codY	ylzI	-1	TF+M
sigI	lytE	1	sigma factor
sigH	lytE	1	sigma factor
sigA	lytE	1	sigma factor
walR	lytE	1	TF+TC
spo0A	lytE	-1	TF+PP
yesS	yesZ	1	TF+P+unk
ccpA	yesZ	0	TF+PP+M
sigW	ydjP	1	sigma factor
sigE	ydjP	1	sigma factor
scoC	appD	-1	TF
codY	appD	-1	TF+M
tnrA	appD	0	TF+P+M
sigF	spoIIQ	1	sigma factor
codY	spoIIQ	0	TF+M
sigA	mtnA	1	sigma factor
S-box-SAM	mtnA	-1	
sigA	mecA	1	sigma factor
sigE	yocN	1	sigma factor
sigA	hemD	1	sigma factor
perR	hemD	-1	TF+S
sigG	gerBA	1	sigma factor
spoVT	gerBA	-1	TF
T-box-GLY	glyS	1	RNA switch
sigA	mtnB	1	sigma factor
S-box-SAM	mtnB	-1	
sigA	levB	1	sigma factor
sacY	levB	1	P-AT+PTS
degU	levB	1	TF+TC
tenA	levB	1	unk
sacT	levB	1	P-AT+PTS
sigE	ypjB	1	sigma factor
spoIIID	ypjB	-1	TF
tnrA	yqzL	0	TF+P+M
sigA	bltD	1	sigma factor
mta	bltD	1	TF+M
bltR	bltD	1	TF+M
sigF	ypfB	1	sigma factor
sigA	yhdA	1	sigma factor
sigE	yhdA	1	sigma factor
liaR	yhdA	1	TF+TC
sigD	ylxL	1	sigma factor
sigA	ylxL	1	sigma factor
spo0A	ylxL	-1	TF+PP
codY	ylxL	-1	TF+M
ycbG	ycbJ	-1	TF+M
abrB	ycbJ	-1	TF
sigE	ykvU	1	sigma factor
sigG	ykvU	1	sigma factor
spoIIID	ykvU	-1	TF
fur	yfhA	-1	TF+M
sigK	guaC	1	sigma factor
sigA	guaC	1	sigma factor
purR	guaC	-1	TF+M
codY	guaC	1	TF+M
sigA	tcyL	1	sigma factor
ytlI	tcyL	1	TF+M
cymR	tcyL	-1	TF+P+M
spx	tcyL	-1	TF+S
sigA	gmuF	1	sigma factor
gmuR	gmuF	-1	TF+M
ccpA	gmuF	-1	TF+PP+M
abrB	gmuF	1	TF
adhR	adhA	1	TF+S
mntR	mntH	-1	TF+M
ycbG	ycbC	-1	TF+M
sigA	rtpA	1	sigma factor
T-box-TRP	rtpA	1	RNA switch
TRAP	rtpA	-1	RNA-BAP
sigA	alsD	1	sigma factor
stringent response	alsD	1	unk
rex	alsD	-1	TF+M
alsR	alsD	1	TF+M
ccpA	alsD	1	TF+PP+M
arfM	alsD	1	TF
sigG	sspF	1	sigma factor
sigA	bglP	1	sigma factor
licT	bglP	1	P-AT+PTS
ccpA	bglP	-1	TF+PP+M
sigH	sigA	1	sigma factor
sigD	sigA	1	sigma factor
sigB	sigA	1	sigma factor
spo0A	sigA	-1	TF+PP
sigA	comEC	1	sigma factor
comN	comEC	0	P-PTC
comK	comEC	1	TF
ccpA	galK	-1	TF+PP+M
sigA	yfmP	1	sigma factor
yfmP	yfmP	-1	TF+M
sigB	yocB	1	sigma factor
sigK	racE	1	sigma factor
ycbG	gudD	-1	TF+M
sigA	lepA	1	sigma factor
arfM	lepA	0	TF
sigA	prs	1	sigma factor
stringent response	prs	-1	unk
S-box-SAM	yoaD	-1	
sigA	infB	1	sigma factor
stringent response	infB	-1	unk
abrB	bdhA	-1	TF
sigH	yvyD	1	sigma factor
sigB	yvyD	1	sigma factor
sigM	minD	1	sigma factor
sigH	minD	1	sigma factor
degU	ycdA	1	TF+TC
abrB	ycdA	-1	TF
abh	ycdA	-1	TF
xpf	xkdG	1	sigma factor
sigH	spoVS	1	sigma factor
codY	spoVS	0	TF+M
sigE	yqeW	1	sigma factor
spoIIID	yqeW	-1	TF
sigA	araD	1	sigma factor
ccpA	araD	-1	TF+PP+M
araR	araD	-1	TF+M
ccpA	glcD	0	TF+PP+M
tnrA	ywdK	-1	TF+P+M
ccpA	glpP	-1	TF+PP+M
spx	msrA	1	TF+S
tnrA	oppF	1	TF+P+M
scoC	oppF	-1	TF
codY	oppF	0	TF+M
sigG	exoAA	1	sigma factor
sigK	spsC	1	sigma factor
sigE	spoVD	1	sigma factor
spoIIID	spoVD	-1	TF
Thi-box	thiQ	-1	riboswitch
sigH	spoIIAA	1	sigma factor
sigG	spoIIAA	1	sigma factor
sigF	spoIIAA	1	sigma factor
spo0A	spoIIAA	1	TF+PP
sinR	spoIIAA	-1	TF
abrB	spoIIAA	-1	TF
spoVT	spoIIAA	-1	TF
sigE	yodP	1	sigma factor
sigX	efeN	1	sigma factor
sigW	efeN	1	sigma factor
sigM	efeN	1	sigma factor
fur	efeN	-1	TF+M
sigH	yqxD	1	sigma factor
sigB	yqxD	1	sigma factor
sigA	yqxD	1	sigma factor
sigD	yqxD	1	sigma factor
spo0A	yqxD	-1	TF+PP
abrB	ykuV	-1	TF
lexA	uvrA	-1	TF-proteolyse
sigE	yheD	1	sigma factor
spoIIID	yheD	1	TF
sigB	ydhK	1	sigma factor
csoR	ydhK	0	TF+M
sigH	yoeA	1	sigma factor
comK	nin	1	TF
ycxD	ycxD	0	silico-TF+unk
sigK	yqaN	1	sigma factor
sknR	yqaN	-1	TF
sigF	yqzG	1	sigma factor
abrB	yqzG	-1	TF
sigX	yceH	1	sigma factor
sigW	yceH	1	sigma factor
sigM	yceH	1	sigma factor
sigB	yceH	1	sigma factor
sigA	yceH	1	sigma factor
sigE	glgP	1	sigma factor
sigH	glgP	1	sigma factor
sigG	yveA	1	sigma factor
sigA	yveA	1	sigma factor
sacY	yveA	1	P-AT+PTS
degU	yveA	1	TF+TC
spoVT	yveA	-1	TF
tenA	yveA	1	unk
sacT	yveA	1	P-AT+PTS
sigW	ythQ	1	sigma factor
sigB	ywjC	1	sigma factor
sigE	yjmC	1	sigma factor
sigA	yjmC	1	sigma factor
exuR	yjmC	-1	TF+M
ccpA	yjmC	-1	TF+PP+M
spoIIID	yjmC	-1	TF
sigE	yqfT	1	sigma factor
spoIIID	yqfT	1	TF
sigH	phrG	1	sigma factor
sigA	phrG	1	sigma factor
rghR	phrG	-1	TF
ccpA	phrG	-1	TF+PP+M
sinR	phrG	-1	TF
sigA	odhA	1	sigma factor
ccpA	odhA	-1	TF+PP+M
sigA	nrdE	1	sigma factor
resD	nrdE	1	TF+TC
nrdR	nrdE	0	silico-TF+M
sigW	pspA	1	sigma factor
abrB	pspA	-1	TF
codY	yurJ	-1	TF+M
frlR	yurJ	0	TF+M
sigE	phoB	1	sigma factor
sigA	phoB	1	sigma factor
phoP	phoB	1	TF+TC
spoIIID	phoB	-1	TF
gerR	phoB	-1	TF
sigK	kipA	1	sigma factor
tnrA	kipA	1	TF+P+M
kipR	kipA	-1	TF+unk
rok	yxaL	-1	TF
abrB	yxaL	-1	TF
sigX	efeU	1	sigma factor
sigW	efeU	1	sigma factor
fur	efeU	-1	TF+M
sigE	ytaF	1	sigma factor
sigG	yqfX	1	sigma factor
spoVT	yqfX	1	TF
mntR	mntA	-1	TF+M
sigA	srfAB	1	sigma factor
spx	srfAB	-1	TF+S
perR	srfAB	1	TF+S
comA	srfAB	1	TF+TC
codY	srfAB	-1	TF+M
abh	srfAB	-1	TF
yczG	yczG	0	silico-TF+unk
sigA	cysC	1	sigma factor
S-box-SAM	cysC	-1	
cymR	cysC	-1	TF+P+M
sigB	yotK	1	sigma factor
sigG	nfo	1	sigma factor
sigG	sigE	1	sigma factor
sigF	sigE	1	sigma factor
sigA	sigE	1	sigma factor
spo0A	sigE	1	TF+PP
sinR	sigE	-1	TF
spoVT	sigE	-1	TF
rsfA	sigE	1	P
sigA	rbfK	1	sigma factor
ytlI	rbfK	1	TF+M
cymR	rbfK	-1	TF+P+M
spx	rbfK	-1	TF+S
degU	yvcA	1	TF+TC
abrB	yvcA	-1	TF
abrB	sigW	-1	TF
sigX	bscR	1	sigma factor
sigW	bscR	1	sigma factor
sigM	bscR	1	sigma factor
fatR	bscR	-1	TF+M
abrB	bscR	-1	TF
sigK	spoVFA	1	sigma factor
sigF	yuiC	1	sigma factor
codY	yuiC	-1	TF+M
tnrA	yuiC	0	TF+P+M
sigE	prpC.1	1	sigma factor
ccpA	prpC.1	-1	TF+PP+M
spoIIID	prpC.1	-1	TF
sigK	ytlC	1	sigma factor
spo0A	yfmI	1	TF+PP
abrB	yfmI	-1	TF
sigA	ribD	1	sigma factor
FMN-box	ribD	-1	riboswitch
sigA	thrS	1	sigma factor
T-box-THR	thrS	1	RNA switch
fur	fhuB	-1	TF+M
lexA	yhaO	-1	TF-proteolyse
sigA	pta	1	sigma factor
ccpA	pta	1	TF+PP+M
sigG	gerD	1	sigma factor
sigF	gerD	1	sigma factor
spoVT	gerD	1	TF
sigF	ykuS	1	sigma factor
sigA	ydfK	1	sigma factor
mta	ydfK	1	TF+M
ydfL	ydfK	0	silico-TF+unk
sigA	valS	1	sigma factor
T-box-VAL	valS	1	RNA switch
sigE	ytxC	1	sigma factor
spoIIID	ytxC	-1	TF
sigF	yhbA	1	sigma factor
sigF	yqxA	1	sigma factor
sigE	yqxA	1	sigma factor
gerR	yqxA	-1	TF
gerE	yqxA	-1	TF
sigK	proJ	1	sigma factor
sigE	proJ	1	sigma factor
sigH	bacA	1	sigma factor
scoC	bacA	-1	TF
codY	bacA	-1	TF+M
abrB	bacA	-1	TF
sigA	opuBA	1	sigma factor
gbsR	opuBA	-1	TF+M
codY	opuBA	0	TF+M
yvbF/YvaV	opuBA	0	silico-TF+unk
abrB	ymaE	-1	TF
sigA	nasB	1	sigma factor
tnrA	nasB	1	TF+P+M
glnR	nasB	-1	TF+P+M
T-O2	nasB	1	unk
sigA	sdpI	1	sigma factor
sdpR	sdpI	-1	TF+P
abrB	sdpI	-1	TF
sigD	fliI	1	sigma factor
sigA	fliI	1	sigma factor
spo0A	fliI	-1	TF+PP
codY	fliI	-1	TF+M
sigK	cgeB	1	sigma factor
gerE	cgeB	1	TF
gerR	cgeB	1	TF
sigB	ctc	1	sigma factor
sigA	ctc	1	sigma factor
stringent response	pyrH	-1	unk
rmgR	yteR	0	silico-TF+M
sigI	mreBH	1	sigma factor
sigD	degR	1	sigma factor
comK	degR	-1	TF
sigE	ylbJ	1	sigma factor
spoIIID	ylbJ	-1	TF
sigA	degQ	1	sigma factor
degU	degQ	1	TF+TC
comA	degQ	1	TF+TC
sigH	ymaH	1	sigma factor
sigA	fabHA	1	sigma factor
fapR	fabHA	-1	TF+M
sigA	epsM	1	sigma factor
sigH	epsM	1	sigma factor
sinR	epsM	-1	TF
eAR	epsM	0	RNA antiterminator
abrB	epsM	-1	TF
frlR	frlR	0	TF+M
tnrA	ywlG	-1	TF+P+M
sigK	yfnF	1	sigma factor
sigE	yfnF	1	sigma factor
fur	fer	0	TF+M
sigK	yxkD	1	sigma factor
RNA - ykkC-yxkD	yxkD	0	silico-riboswitch
sigH	ftsZ	1	sigma factor
sigA	ftsZ	1	sigma factor
walR	ftsZ	1	TF+TC
abrB	ftsZ	-1	TF
sigB	yrvD	1	sigma factor
S-box-SAM	yitJ	-1	
sigA	lcfB	1	sigma factor
fadR	lcfB	-1	TF+M
ccpA	lcfB	-1	TF+PP+M
spo0A	yrrL	-1	TF+PP
sigE	yqfC	1	sigma factor
spoIIID	yqfC	-1	TF
purR	pbuG	-1	TF+M
G-box-HXTX	pbuG	1	riboswitch
G-box-GUA	pbuG	1	riboswitch
sigA	comGA	1	sigma factor
comK	comGA	1	TF
comZ	comGA	-1	TF
sigA	carA	1	sigma factor
ahrC	carA	-1	TF+M
abrB	carA	1	TF
tnrA	carA	0	TF+P+M
sigF	pbpI	1	sigma factor
sigE	pbpI	1	sigma factor
sigD	fliK	1	sigma factor
sigA	fliK	1	sigma factor
spo0A	fliK	-1	TF+PP
codY	fliK	-1	TF+M
sigA	hutM	1	sigma factor
hutP	hutM	1	P-AT+M
codY	hutM	-1	TF+M
ccpA	hutM	-1	TF+PP+M
sigD	tlpC	1	sigma factor
comA	ycxA	1	TF+TC
sigA	dhbA	1	sigma factor
fur	dhbA	-1	TF+M
abrB	dhbA	-1	TF
sigA	mtnW	1	sigma factor
S-box-SAM	mtnW	-1	
ytrA	ywoB	-1	TF-M
yybA	paiA	0	silico-TF+unk
phoP	pstBA	1	TF+TC
ccpA	msmX	-1	TF+PP+M
sigK	gerT	1	sigma factor
sigA	fabG	1	sigma factor
fapR	fabG	-1	TF+M
comA	fabG	1	TF+TC
sigM	yhdK	1	sigma factor
sigA	yhdK	1	sigma factor
mta	ymfF	1	TF+M
sigH	ytxH	1	sigma factor
sigB	ytxH	1	sigma factor
mhqR	yodD	-1	TF+M
sigA	gmuA	1	sigma factor
gmuR	gmuA	-1	TF+M
ccpA	gmuA	-1	TF+PP+M
abrB	gmuA	1	TF
sigE	ykpC	1	sigma factor
yxdJ	yxdM	1	TF+TC
sigA	purC	1	sigma factor
purR	purC	-1	TF+M
G-box-HXTX	purC	1	riboswitch
G-box-GUA	purC	1	riboswitch
sigF	seaA	1	sigma factor
stringent response	rplA	-1	unk
sigA	gltA	1	sigma factor
tnrA	gltA	-1	TF+P+M
gltC	gltA	1	TF+M
fsrA	gltA	-1	small regulatory RNA
gltR	gltA	1	unk
gltC2	gltA	-1	TF+M
gltC1	gltA	1	TF+M
gltC0	gltA	1	TF+M
lexA	ytsJ	0	TF-proteolyse
abrB	ydeJ	-1	TF
sigA	yciB	1	sigma factor
zur	yciB	-1	TF+M
sigE	ywcB	1	sigma factor
spoIIID	ywcB	-1	TF
sigA	pdhB	1	sigma factor
stringent response	pdhB	-1	unk
sigG	yisY	1	sigma factor
sigE	ywqF	1	sigma factor
mdtR	yusP	-1	TF+M
sigA	comFA	1	sigma factor
sigD	comFA	1	sigma factor
comK	comFA	1	TF
L21_leader	rpmA	0	silico-RNA switch
psdR	yvcR	1	TF+TC
codY	ytkC	0	TF+M
sigX	rapD	1	sigma factor
sigM	rapD	1	sigma factor
sigA	rapD	1	sigma factor
rghR	rapD	-1	TF
sigE	yotN	1	sigma factor
sigE	glnQ	1	sigma factor
tnrA	glnQ	1	TF+P+M
codY	glnQ	0	TF+M
RNA - Cobalamin	yvqK	0	silico-riboswitch
csoR	yotD	-1	TF+M
codY	yjcL	0	TF+M
sigK	mgtE	1	sigma factor
M-box	mgtE	-1	riboswitch
fur	yclP	-1	TF+M
qdor	yxaF	-1	TF+M
lmrA	yxaF	-1	TF+M
sigM	tilS	1	sigma factor
sigG	yckD	1	sigma factor
sigF	yckD	1	sigma factor
spoVT	yckD	-1	TF
sigK	cotW	1	sigma factor
gerE	cotW	1	TF
spoIIID	cotW	-1	TF
sigA	fadN	1	sigma factor
sdpR	fadN	1	TF+P
fadR	fadN	-1	TF+M
ccpA	fadN	-1	TF+PP+M
sigW	ythP	1	sigma factor
Thi-box	tenA	-1	riboswitch
tenI	tenA	-1	unk
sigH	vpr	1	sigma factor
phoP	vpr	1	TF+TC
lexA	vpr	-1	TF-proteolyse
sigK	ydgA	1	sigma factor
gerE	ydgA	-1	TF
rmgR	yteT	0	silico-TF+M
lexA	yhaZ	-1	TF-proteolyse
sigE	usd	1	sigma factor
sigD	fliS	1	sigma factor
sigM	yhdL	1	sigma factor
sigA	yhdL	1	sigma factor
stringent response	qoxA	-1	unk
sigK	ywhK	1	sigma factor
sigA	trpE	1	sigma factor
TRAP	trpE	-1	RNA-BAP
sigB	ywmE	1	sigma factor
abrB	glxK	-1	TF
sigB	ykgB	1	sigma factor
sigF	yqhP	1	sigma factor
sigB	yqhP	1	sigma factor
stringent response	atpG	-1	unk
sigA	resB	1	sigma factor
resD	resB	1	TF+TC
phoP	resB	1	TF+TC
ccpA	resB	-1	TF+PP+M
sigD	lytA	1	sigma factor
sigA	lytA	1	sigma factor
yvrHb	lytA	-1	TF+TC
slrR	lytA	-1	TF
lytR	lytA	-1	TF
sigE	ispG	1	sigma factor
spoIIID	ispG	-1	TF
stringent response	rpmC	-1	unk
sigK	cotG	1	sigma factor
sigE	cotG	1	sigma factor
gerR	cotG	1	TF
gerE	cotG	1	TF
comK	maf	1	TF
ccpA	mleN	-1	TF+PP+M
ansR	mleN	-1	TF+M
sigA	ilvH	1	sigma factor
tnrA	ilvH	-1	TF+P+M
codY	ilvH	-1	TF+M
ccpA	ilvH	1	TF+PP+M
T-box-LEU	ilvH	1	RNA switch
sigA	liaR	1	sigma factor
liaR	liaR	1	TF+TC
abrB	liaR	-1	TF
sigA	addA	1	sigma factor
comK	addA	1	TF
sigE	cwlJ	1	sigma factor
spoIIID	cwlJ	1	TF
sigH	yesM	1	sigma factor
ccpA	yesM	-1	TF+PP+M
sigK	tgl	1	sigma factor
sigA	ywhA	1	sigma factor
T-box-THR	ywhA	1	RNA switch
sigG	sspH	1	sigma factor
ccpA	sspH	-1	TF+PP+M
sigK	spsK	1	sigma factor
sigE	spsK	1	sigma factor
sigA	gatC	1	sigma factor
T-box-GLN	gatC	1	RNA switch
codY	gatC	0	TF+M
ccpA	gatC	0	TF+PP+M
sigA	iolT	1	sigma factor
iolR	iolT	-1	TF+M
ccpA	iolT	-1	TF+PP+M
sigB	yoaA	1	sigma factor
codY	thrC	0	TF+M
sigA	purF	1	sigma factor
purR	purF	-1	TF+M
G-box-HXTX	purF	1	riboswitch
G-box-GUA	purF	1	riboswitch
sigA	tuaA	1	sigma factor
phoP	tuaA	1	TF+TC
sigG	ygzA	1	sigma factor
sigE	yhfN	1	sigma factor
spoIIID	yhfN	-1	TF
sigB	nadE	1	sigma factor
sigA	nadE	1	sigma factor
sigA	tetB	1	sigma factor
sigX	cypB	1	sigma factor
sigW	cypB	1	sigma factor
sigM	cypB	1	sigma factor
fatR	cypB	-1	TF+M
abrB	cypB	-1	TF
sigA	pucG	1	sigma factor
pucR	pucG	1	TF+M
sigA	trpD	1	sigma factor
TRAP	trpD	-1	RNA-BAP
sigD	tlpB	1	sigma factor
lexA	yhjD	-1	TF-proteolyse
codY	bkdR	-1	TF+M
bkdR	bkdR	0	TF+M
yvbF/YvaV	yvaV	0	silico-TF+unk
sigH	bacE	1	sigma factor
scoC	bacE	-1	TF
codY	bacE	-1	TF+M
abrB	bacE	-1	TF
sigK	yodI	1	sigma factor
phoP	bsn	1	TF+TC
abrB	bsn	-1	TF
sigD	yjcP	1	sigma factor
mtlR	mtlD	1	TF+PTS
ccpA	mtlD	0	TF+PP+M
sigA	comS	1	sigma factor
spx	comS	-1	TF+S
perR	comS	1	TF+S
comA	comS	1	TF+TC
codY	comS	-1	TF+M
abh	comS	-1	TF
sigA	hisC	1	sigma factor
TRAP	hisC	-1	RNA-BAP
comK	sbcD	1	TF
sigD	fliH	1	sigma factor
sigA	fliH	1	sigma factor
spo0A	fliH	-1	TF+PP
codY	fliH	-1	TF+M
sigK	spoVFB	1	sigma factor
sigA	med	1	sigma factor
spo0A	med	-1	TF+PP
spo0A	yxbD	1	TF+PP
codY	yxbD	-1	TF+M
abrB	yxbD	-1	TF
sigD	yvyC	1	sigma factor
sigD	fliT	1	sigma factor
sigB	yycD	1	sigma factor
sigE	yabQ	1	sigma factor
sigX	yabQ	1	sigma factor
sigW	yabQ	1	sigma factor
spoIIID	yabQ	-1	TF
ybgA	nagP	0	TF+M
sigB	yhdN	1	sigma factor
spo0A	skfC	1	TF+PP
phoP	skfC	1	TF+TC
abrB	skfC	-1	TF
sigA	ribE	1	sigma factor
FMN-box	ribE	-1	riboswitch
sigA	gabT	1	sigma factor
sigB	gabT	1	sigma factor
gabR	gabT	1	TF+M
sigA	glmS	1	sigma factor
glmS ribozyme	glmS	-1	riboswitch (glmS ribozyme)
sigK	kapD	1	sigma factor
sigE	kapD	1	sigma factor
gerR	kapD	-1	TF
codY	kapD	0	TF+M
sigW	ysdB	1	sigma factor
sigB	ysdB	1	sigma factor
sigB	trxA	1	sigma factor
sigA	trxA	1	sigma factor
spx	trxA	1	TF+S
ctsR	trxA	-1	TF+unstability
sigA	bglC	1	sigma factor
bglZ	bglC	0	silico-TF+M
sigW	rsiW	1	sigma factor
abrB	rsiW	-1	TF
ccpA	amyC	-1	TF+PP+M
msmR	amyC	0	silico-TF+M
sigM	ftsH	1	sigma factor
sigA	ftsH	1	sigma factor
rmgR	yteP	0	silico-TF+M
sigA	cssS	1	sigma factor
cssR	cssS	1	TF+TC
sigK	cdoA	1	sigma factor
sigA	maeA	1	sigma factor
malR	maeA	1	TF+TC
sigA	speE	1	sigma factor
sigA	iscS	1	sigma factor
stringent response	iscS	-1	unk
sigK	nupC	1	sigma factor
sigA	nupC	1	sigma factor
deoR	nupC	-1	TF+M
ccpA	nupC	-1	TF+PP+M
walR	cwlO	1	TF+TC
sigA	phrH	1	sigma factor
rghR	phrH	-1	TF
comK	phrH	1	TF
sigA	ytrE	1	sigma factor
ytrA	ytrE	-1	TF-M
RNA - ykkC-yxkD	ykkD	0	silico-riboswitch
fruR	fruK	-1	unk
